,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,COMPOUND_ABBREVIATION,COMPOUND_NO,SINGLE_REPEAT_TYPE,ADMINISTRATION_ROUTE_TYPE,SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL
3017409023,429,14,5,caffeine,CAF,00097,Single,Gavage,6 hr,100,mg/kg,High
3017408015,429,15,3,caffeine,CAF,00097,Single,Gavage,9 hr,100,mg/kg,High
3017408016,429,15,4,caffeine,CAF,00097,Single,Gavage,9 hr,100,mg/kg,High
3017408017,429,15,5,caffeine,CAF,00097,Single,Gavage,9 hr,100,mg/kg,High
3017408027,429,16,3,caffeine,CAF,00097,Single,Gavage,24 hr,100,mg/kg,High
3017408028,429,16,4,caffeine,CAF,00097,Single,Gavage,24 hr,100,mg/kg,High
3017408029,429,16,5,caffeine,CAF,00097,Single,Gavage,24 hr,100,mg/kg,High
3017248002,430,1,1,caffeine,CAF,00097,Repeat,Gavage,4 day,0,mg/kg,Control
3017248003,430,1,3,caffeine,CAF,00097,Repeat,Gavage,4 day,0,mg/kg,Control
3017248004,430,1,5,caffeine,CAF,00097,Repeat,Gavage,4 day,0,mg/kg,Control
3017248014,430,2,1,caffeine,CAF,00097,Repeat,Gavage,8 day,0,mg/kg,Control
3017248015,430,2,3,caffeine,CAF,00097,Repeat,Gavage,8 day,0,mg/kg,Control
3017248016,430,2,4,caffeine,CAF,00097,Repeat,Gavage,8 day,0,mg/kg,Control
3017252002,430,3,2,caffeine,CAF,00097,Repeat,Gavage,15 day,0,mg/kg,Control
3017252003,430,3,3,caffeine,CAF,00097,Repeat,Gavage,15 day,0,mg/kg,Control
3017252004,430,3,5,caffeine,CAF,00097,Repeat,Gavage,15 day,0,mg/kg,Control
3017252014,430,4,1,caffeine,CAF,00097,Repeat,Gavage,29 day,0,mg/kg,Control
3017252015,430,4,2,caffeine,CAF,00097,Repeat,Gavage,29 day,0,mg/kg,Control
3017252016,430,4,5,caffeine,CAF,00097,Repeat,Gavage,29 day,0,mg/kg,Control
3017248005,430,5,1,caffeine,CAF,00097,Repeat,Gavage,4 day,10,mg/kg,Low
3017248006,430,5,4,caffeine,CAF,00097,Repeat,Gavage,4 day,10,mg/kg,Low
3017248007,430,5,5,caffeine,CAF,00097,Repeat,Gavage,4 day,10,mg/kg,Low
3017248017,430,6,1,caffeine,CAF,00097,Repeat,Gavage,8 day,10,mg/kg,Low
3017248018,430,6,3,caffeine,CAF,00097,Repeat,Gavage,8 day,10,mg/kg,Low
3017248019,430,6,4,caffeine,CAF,00097,Repeat,Gavage,8 day,10,mg/kg,Low
3017252005,430,7,2,caffeine,CAF,00097,Repeat,Gavage,15 day,10,mg/kg,Low
3017252006,430,7,3,caffeine,CAF,00097,Repeat,Gavage,15 day,10,mg/kg,Low
3017252007,430,7,5,caffeine,CAF,00097,Repeat,Gavage,15 day,10,mg/kg,Low
3017252017,430,8,1,caffeine,CAF,00097,Repeat,Gavage,29 day,10,mg/kg,Low
3017252018,430,8,2,caffeine,CAF,00097,Repeat,Gavage,29 day,10,mg/kg,Low
3017252019,430,8,3,caffeine,CAF,00097,Repeat,Gavage,29 day,10,mg/kg,Low
3017248008,430,9,2,caffeine,CAF,00097,Repeat,Gavage,4 day,30,mg/kg,Middle
3017248009,430,9,3,caffeine,CAF,00097,Repeat,Gavage,4 day,30,mg/kg,Middle
3017248010,430,9,4,caffeine,CAF,00097,Repeat,Gavage,4 day,30,mg/kg,Middle
3017248020,430,10,1,caffeine,CAF,00097,Repeat,Gavage,8 day,30,mg/kg,Middle
3017248021,430,10,4,caffeine,CAF,00097,Repeat,Gavage,8 day,30,mg/kg,Middle
3017248022,430,10,5,caffeine,CAF,00097,Repeat,Gavage,8 day,30,mg/kg,Middle
3017252008,430,11,3,caffeine,CAF,00097,Repeat,Gavage,15 day,30,mg/kg,Middle
3017252009,430,11,4,caffeine,CAF,00097,Repeat,Gavage,15 day,30,mg/kg,Middle
3017252010,430,11,5,caffeine,CAF,00097,Repeat,Gavage,15 day,30,mg/kg,Middle
3017252020,430,12,1,caffeine,CAF,00097,Repeat,Gavage,29 day,30,mg/kg,Middle
3017252021,430,12,4,caffeine,CAF,00097,Repeat,Gavage,29 day,30,mg/kg,Middle
3017252022,430,12,5,caffeine,CAF,00097,Repeat,Gavage,29 day,30,mg/kg,Middle
3017248011,430,13,1,caffeine,CAF,00097,Repeat,Gavage,4 day,100,mg/kg,High
3017248012,430,13,3,caffeine,CAF,00097,Repeat,Gavage,4 day,100,mg/kg,High
3017248013,430,13,4,caffeine,CAF,00097,Repeat,Gavage,4 day,100,mg/kg,High
3017248023,430,14,1,caffeine,CAF,00097,Repeat,Gavage,8 day,100,mg/kg,High
3017248024,430,14,2,caffeine,CAF,00097,Repeat,Gavage,8 day,100,mg/kg,High
3017248025,430,14,3,caffeine,CAF,00097,Repeat,Gavage,8 day,100,mg/kg,High
3017252011,430,15,1,caffeine,CAF,00097,Repeat,Gavage,15 day,100,mg/kg,High
3017252012,430,15,4,caffeine,CAF,00097,Repeat,Gavage,15 day,100,mg/kg,High
3017252013,430,15,5,caffeine,CAF,00097,Repeat,Gavage,15 day,100,mg/kg,High
3017252023,430,16,1,caffeine,CAF,00097,Repeat,Gavage,29 day,100,mg/kg,High
3017252024,430,16,4,caffeine,CAF,00097,Repeat,Gavage,29 day,100,mg/kg,High
3017252025,430,16,5,caffeine,CAF,00097,Repeat,Gavage,29 day,100,mg/kg,High
3017243028,431,1,1,papaverine,PAP,00098,Single,Gavage,3 hr,0,mg/kg,Control
3017243029,431,1,2,papaverine,PAP,00098,Single,Gavage,3 hr,0,mg/kg,Control
3017243030,431,1,3,papaverine,PAP,00098,Single,Gavage,3 hr,0,mg/kg,Control
3017244010,431,2,1,papaverine,PAP,00098,Single,Gavage,6 hr,0,mg/kg,Control
3017244011,431,2,2,papaverine,PAP,00098,Single,Gavage,6 hr,0,mg/kg,Control
3017244012,431,2,3,papaverine,PAP,00098,Single,Gavage,6 hr,0,mg/kg,Control
3017245010,431,3,3,papaverine,PAP,00098,Single,Gavage,9 hr,0,mg/kg,Control
3017245011,431,3,4,papaverine,PAP,00098,Single,Gavage,9 hr,0,mg/kg,Control
3017245012,431,3,5,papaverine,PAP,00098,Single,Gavage,9 hr,0,mg/kg,Control
3017245022,431,4,1,papaverine,PAP,00098,Single,Gavage,24 hr,0,mg/kg,Control
3017245023,431,4,2,papaverine,PAP,00098,Single,Gavage,24 hr,0,mg/kg,Control
3017245024,431,4,3,papaverine,PAP,00098,Single,Gavage,24 hr,0,mg/kg,Control
3017244001,431,5,1,papaverine,PAP,00098,Single,Gavage,3 hr,40,mg/kg,Low
3017244002,431,5,3,papaverine,PAP,00098,Single,Gavage,3 hr,40,mg/kg,Low
3017244003,431,5,4,papaverine,PAP,00098,Single,Gavage,3 hr,40,mg/kg,Low
3017244013,431,6,2,papaverine,PAP,00098,Single,Gavage,6 hr,40,mg/kg,Low
3017244014,431,6,4,papaverine,PAP,00098,Single,Gavage,6 hr,40,mg/kg,Low
3017244015,431,6,5,papaverine,PAP,00098,Single,Gavage,6 hr,40,mg/kg,Low
3017245013,431,7,1,papaverine,PAP,00098,Single,Gavage,9 hr,40,mg/kg,Low
3017245014,431,7,3,papaverine,PAP,00098,Single,Gavage,9 hr,40,mg/kg,Low
3017245015,431,7,4,papaverine,PAP,00098,Single,Gavage,9 hr,40,mg/kg,Low
3017245025,431,8,2,papaverine,PAP,00098,Single,Gavage,24 hr,40,mg/kg,Low
3017245026,431,8,4,papaverine,PAP,00098,Single,Gavage,24 hr,40,mg/kg,Low
3017245027,431,8,5,papaverine,PAP,00098,Single,Gavage,24 hr,40,mg/kg,Low
3017244004,431,9,1,papaverine,PAP,00098,Single,Gavage,3 hr,120,mg/kg,Middle
3017244005,431,9,3,papaverine,PAP,00098,Single,Gavage,3 hr,120,mg/kg,Middle
3017244006,431,9,4,papaverine,PAP,00098,Single,Gavage,3 hr,120,mg/kg,Middle
3017244016,431,10,3,papaverine,PAP,00098,Single,Gavage,6 hr,120,mg/kg,Middle
3017244017,431,10,4,papaverine,PAP,00098,Single,Gavage,6 hr,120,mg/kg,Middle
3017244018,431,10,5,papaverine,PAP,00098,Single,Gavage,6 hr,120,mg/kg,Middle
3017245016,431,11,1,papaverine,PAP,00098,Single,Gavage,9 hr,120,mg/kg,Middle
3017245017,431,11,2,papaverine,PAP,00098,Single,Gavage,9 hr,120,mg/kg,Middle
3017245018,431,11,3,papaverine,PAP,00098,Single,Gavage,9 hr,120,mg/kg,Middle
3017245028,431,12,2,papaverine,PAP,00098,Single,Gavage,24 hr,120,mg/kg,Middle
3017245029,431,12,3,papaverine,PAP,00098,Single,Gavage,24 hr,120,mg/kg,Middle
3017245030,431,12,5,papaverine,PAP,00098,Single,Gavage,24 hr,120,mg/kg,Middle
3017244007,431,13,2,papaverine,PAP,00098,Single,Gavage,3 hr,400,mg/kg,High
3017244008,431,13,3,papaverine,PAP,00098,Single,Gavage,3 hr,400,mg/kg,High
3017244009,431,13,4,papaverine,PAP,00098,Single,Gavage,3 hr,400,mg/kg,High
3017244019,431,14,2,papaverine,PAP,00098,Single,Gavage,6 hr,400,mg/kg,High
3017244020,431,14,3,papaverine,PAP,00098,Single,Gavage,6 hr,400,mg/kg,High
3017244021,431,14,4,papaverine,PAP,00098,Single,Gavage,6 hr,400,mg/kg,High
3017245019,431,15,1,papaverine,PAP,00098,Single,Gavage,9 hr,400,mg/kg,High
3017245020,431,15,2,papaverine,PAP,00098,Single,Gavage,9 hr,400,mg/kg,High
3017245021,431,15,3,papaverine,PAP,00098,Single,Gavage,9 hr,400,mg/kg,High
3017246001,431,16,2,papaverine,PAP,00098,Single,Gavage,24 hr,400,mg/kg,High
3017246002,431,16,3,papaverine,PAP,00098,Single,Gavage,24 hr,400,mg/kg,High
3017246003,431,16,4,papaverine,PAP,00098,Single,Gavage,24 hr,400,mg/kg,High
3017424009,432,1,1,papaverine,PAP,00098,Repeat,Gavage,4 day,0,mg/kg,Control
3017424010,432,1,4,papaverine,PAP,00098,Repeat,Gavage,4 day,0,mg/kg,Control
3017424011,432,1,5,papaverine,PAP,00098,Repeat,Gavage,4 day,0,mg/kg,Control
3017424021,432,2,1,papaverine,PAP,00098,Repeat,Gavage,8 day,0,mg/kg,Control
3017424022,432,2,2,papaverine,PAP,00098,Repeat,Gavage,8 day,0,mg/kg,Control
3017424023,432,2,3,papaverine,PAP,00098,Repeat,Gavage,8 day,0,mg/kg,Control
3017425027,432,3,1,papaverine,PAP,00098,Repeat,Gavage,15 day,0,mg/kg,Control
3017425028,432,3,2,papaverine,PAP,00098,Repeat,Gavage,15 day,0,mg/kg,Control
3017425029,432,3,4,papaverine,PAP,00098,Repeat,Gavage,15 day,0,mg/kg,Control
3017426009,432,4,1,papaverine,PAP,00098,Repeat,Gavage,29 day,0,mg/kg,Control
3017426010,432,4,2,papaverine,PAP,00098,Repeat,Gavage,29 day,0,mg/kg,Control
3017426011,432,4,3,papaverine,PAP,00098,Repeat,Gavage,29 day,0,mg/kg,Control
3017424012,432,5,3,papaverine,PAP,00098,Repeat,Gavage,4 day,40,mg/kg,Low
3017424013,432,5,4,papaverine,PAP,00098,Repeat,Gavage,4 day,40,mg/kg,Low
3017424014,432,5,5,papaverine,PAP,00098,Repeat,Gavage,4 day,40,mg/kg,Low
3017424024,432,6,1,papaverine,PAP,00098,Repeat,Gavage,8 day,40,mg/kg,Low
3017424025,432,6,3,papaverine,PAP,00098,Repeat,Gavage,8 day,40,mg/kg,Low
3017424026,432,6,4,papaverine,PAP,00098,Repeat,Gavage,8 day,40,mg/kg,Low
3017425030,432,7,1,papaverine,PAP,00098,Repeat,Gavage,15 day,40,mg/kg,Low
3017426001,432,7,4,papaverine,PAP,00098,Repeat,Gavage,15 day,40,mg/kg,Low
3017426002,432,7,5,papaverine,PAP,00098,Repeat,Gavage,15 day,40,mg/kg,Low
3017426012,432,8,1,papaverine,PAP,00098,Repeat,Gavage,29 day,40,mg/kg,Low
3017426013,432,8,2,papaverine,PAP,00098,Repeat,Gavage,29 day,40,mg/kg,Low
3017426014,432,8,4,papaverine,PAP,00098,Repeat,Gavage,29 day,40,mg/kg,Low
3017424015,432,9,1,papaverine,PAP,00098,Repeat,Gavage,4 day,120,mg/kg,Middle
3017424016,432,9,2,papaverine,PAP,00098,Repeat,Gavage,4 day,120,mg/kg,Middle
3017424017,432,9,5,papaverine,PAP,00098,Repeat,Gavage,4 day,120,mg/kg,Middle
3017424027,432,10,1,papaverine,PAP,00098,Repeat,Gavage,8 day,120,mg/kg,Middle
3017424028,432,10,3,papaverine,PAP,00098,Repeat,Gavage,8 day,120,mg/kg,Middle
3017424029,432,10,5,papaverine,PAP,00098,Repeat,Gavage,8 day,120,mg/kg,Middle
3017426003,432,11,1,papaverine,PAP,00098,Repeat,Gavage,15 day,120,mg/kg,Middle
3017426004,432,11,2,papaverine,PAP,00098,Repeat,Gavage,15 day,120,mg/kg,Middle
3017426005,432,11,4,papaverine,PAP,00098,Repeat,Gavage,15 day,120,mg/kg,Middle
3017426015,432,12,2,papaverine,PAP,00098,Repeat,Gavage,29 day,120,mg/kg,Middle
3017426016,432,12,4,papaverine,PAP,00098,Repeat,Gavage,29 day,120,mg/kg,Middle
3017426017,432,12,5,papaverine,PAP,00098,Repeat,Gavage,29 day,120,mg/kg,Middle
3017424018,432,13,2,papaverine,PAP,00098,Repeat,Gavage,4 day,400,mg/kg,High
3017424019,432,13,3,papaverine,PAP,00098,Repeat,Gavage,4 day,400,mg/kg,High
3017424020,432,13,4,papaverine,PAP,00098,Repeat,Gavage,4 day,400,mg/kg,High
3017424030,432,14,2,papaverine,PAP,00098,Repeat,Gavage,8 day,400,mg/kg,High
3017425001,432,14,3,papaverine,PAP,00098,Repeat,Gavage,8 day,400,mg/kg,High
3017425002,432,14,4,papaverine,PAP,00098,Repeat,Gavage,8 day,400,mg/kg,High
3017426006,432,15,1,papaverine,PAP,00098,Repeat,Gavage,15 day,400,mg/kg,High
3017426007,432,15,2,papaverine,PAP,00098,Repeat,Gavage,15 day,400,mg/kg,High
3017426008,432,15,5,papaverine,PAP,00098,Repeat,Gavage,15 day,400,mg/kg,High
3017426018,432,16,2,papaverine,PAP,00098,Repeat,Gavage,29 day,400,mg/kg,High
3017426019,432,16,3,papaverine,PAP,00098,Repeat,Gavage,29 day,400,mg/kg,High
3017426020,432,16,5,papaverine,PAP,00098,Repeat,Gavage,29 day,400,mg/kg,High
3017431014,434,1,1,fenofibrate,FFB,00079,Repeat,Gavage,4 day,0,mg/kg,Control
3017478010,434,1,3,fenofibrate,FFB,00079,Repeat,Gavage,4 day,0,mg/kg,Control
3017431016,434,1,4,fenofibrate,FFB,00079,Repeat,Gavage,4 day,0,mg/kg,Control
3017431026,434,2,1,fenofibrate,FFB,00079,Repeat,Gavage,8 day,0,mg/kg,Control
3017431027,434,2,2,fenofibrate,FFB,00079,Repeat,Gavage,8 day,0,mg/kg,Control
3017431028,434,2,5,fenofibrate,FFB,00079,Repeat,Gavage,8 day,0,mg/kg,Control
3017495001,434,3,1,fenofibrate,FFB,00079,Repeat,Gavage,15 day,0,mg/kg,Control
3017495002,434,3,4,fenofibrate,FFB,00079,Repeat,Gavage,15 day,0,mg/kg,Control
3017495003,434,3,5,fenofibrate,FFB,00079,Repeat,Gavage,15 day,0,mg/kg,Control
3017495013,434,4,1,fenofibrate,FFB,00079,Repeat,Gavage,29 day,0,mg/kg,Control
3017495014,434,4,2,fenofibrate,FFB,00079,Repeat,Gavage,29 day,0,mg/kg,Control
3017495015,434,4,5,fenofibrate,FFB,00079,Repeat,Gavage,29 day,0,mg/kg,Control
3017431017,434,5,1,fenofibrate,FFB,00079,Repeat,Gavage,4 day,10,mg/kg,Low
3017431018,434,5,3,fenofibrate,FFB,00079,Repeat,Gavage,4 day,10,mg/kg,Low
3017431019,434,5,4,fenofibrate,FFB,00079,Repeat,Gavage,4 day,10,mg/kg,Low
3017431029,434,6,1,fenofibrate,FFB,00079,Repeat,Gavage,8 day,10,mg/kg,Low
3017431030,434,6,2,fenofibrate,FFB,00079,Repeat,Gavage,8 day,10,mg/kg,Low
3017432001,434,6,4,fenofibrate,FFB,00079,Repeat,Gavage,8 day,10,mg/kg,Low
3017495004,434,7,1,fenofibrate,FFB,00079,Repeat,Gavage,15 day,10,mg/kg,Low
3017495005,434,7,2,fenofibrate,FFB,00079,Repeat,Gavage,15 day,10,mg/kg,Low
3017495006,434,7,5,fenofibrate,FFB,00079,Repeat,Gavage,15 day,10,mg/kg,Low
3017495016,434,8,1,fenofibrate,FFB,00079,Repeat,Gavage,29 day,10,mg/kg,Low
3017495017,434,8,3,fenofibrate,FFB,00079,Repeat,Gavage,29 day,10,mg/kg,Low
3017495018,434,8,5,fenofibrate,FFB,00079,Repeat,Gavage,29 day,10,mg/kg,Low
3017431020,434,9,1,fenofibrate,FFB,00079,Repeat,Gavage,4 day,100,mg/kg,Middle
3017431021,434,9,2,fenofibrate,FFB,00079,Repeat,Gavage,4 day,100,mg/kg,Middle
3017431022,434,9,3,fenofibrate,FFB,00079,Repeat,Gavage,4 day,100,mg/kg,Middle
3017432002,434,10,2,fenofibrate,FFB,00079,Repeat,Gavage,8 day,100,mg/kg,Middle
3017432003,434,10,3,fenofibrate,FFB,00079,Repeat,Gavage,8 day,100,mg/kg,Middle
3017432004,434,10,4,fenofibrate,FFB,00079,Repeat,Gavage,8 day,100,mg/kg,Middle
3017495007,434,11,1,fenofibrate,FFB,00079,Repeat,Gavage,15 day,100,mg/kg,Middle
3017495008,434,11,3,fenofibrate,FFB,00079,Repeat,Gavage,15 day,100,mg/kg,Middle
3017495009,434,11,4,fenofibrate,FFB,00079,Repeat,Gavage,15 day,100,mg/kg,Middle
3017495019,434,12,1,fenofibrate,FFB,00079,Repeat,Gavage,29 day,100,mg/kg,Middle
3017495020,434,12,2,fenofibrate,FFB,00079,Repeat,Gavage,29 day,100,mg/kg,Middle
3017495021,434,12,4,fenofibrate,FFB,00079,Repeat,Gavage,29 day,100,mg/kg,Middle
3017431023,434,13,1,fenofibrate,FFB,00079,Repeat,Gavage,4 day,1000,mg/kg,High
3017431024,434,13,2,fenofibrate,FFB,00079,Repeat,Gavage,4 day,1000,mg/kg,High
3017431025,434,13,4,fenofibrate,FFB,00079,Repeat,Gavage,4 day,1000,mg/kg,High
3017432005,434,14,2,fenofibrate,FFB,00079,Repeat,Gavage,8 day,1000,mg/kg,High
3017432006,434,14,3,fenofibrate,FFB,00079,Repeat,Gavage,8 day,1000,mg/kg,High
3017432007,434,14,5,fenofibrate,FFB,00079,Repeat,Gavage,8 day,1000,mg/kg,High
3017495010,434,15,1,fenofibrate,FFB,00079,Repeat,Gavage,15 day,1000,mg/kg,High
3017495011,434,15,2,fenofibrate,FFB,00079,Repeat,Gavage,15 day,1000,mg/kg,High
3017495012,434,15,5,fenofibrate,FFB,00079,Repeat,Gavage,15 day,1000,mg/kg,High
3017495022,434,16,1,fenofibrate,FFB,00079,Repeat,Gavage,29 day,1000,mg/kg,High
3017495023,434,16,4,fenofibrate,FFB,00079,Repeat,Gavage,29 day,1000,mg/kg,High
3017495024,434,16,5,fenofibrate,FFB,00079,Repeat,Gavage,29 day,1000,mg/kg,High
3017429007,435,1,1,chlorpropamide,CPP,00080,Single,Gavage,3 hr,0,mg/kg,Control
3017429008,435,1,3,chlorpropamide,CPP,00080,Single,Gavage,3 hr,0,mg/kg,Control
3017429009,435,1,4,chlorpropamide,CPP,00080,Single,Gavage,3 hr,0,mg/kg,Control
3017429019,435,2,1,chlorpropamide,CPP,00080,Single,Gavage,6 hr,0,mg/kg,Control
3017429020,435,2,2,chlorpropamide,CPP,00080,Single,Gavage,6 hr,0,mg/kg,Control
3017429021,435,2,5,chlorpropamide,CPP,00080,Single,Gavage,6 hr,0,mg/kg,Control
3017432008,435,3,1,chlorpropamide,CPP,00080,Single,Gavage,9 hr,0,mg/kg,Control
3017432009,435,3,3,chlorpropamide,CPP,00080,Single,Gavage,9 hr,0,mg/kg,Control
3017432010,435,3,4,chlorpropamide,CPP,00080,Single,Gavage,9 hr,0,mg/kg,Control
3017432020,435,4,1,chlorpropamide,CPP,00080,Single,Gavage,24 hr,0,mg/kg,Control
3017432021,435,4,2,chlorpropamide,CPP,00080,Single,Gavage,24 hr,0,mg/kg,Control
3017432022,435,4,5,chlorpropamide,CPP,00080,Single,Gavage,24 hr,0,mg/kg,Control
3017429010,435,5,1,chlorpropamide,CPP,00080,Single,Gavage,3 hr,30,mg/kg,Low
3017429011,435,5,2,chlorpropamide,CPP,00080,Single,Gavage,3 hr,30,mg/kg,Low
3017429012,435,5,5,chlorpropamide,CPP,00080,Single,Gavage,3 hr,30,mg/kg,Low
3017429022,435,6,1,chlorpropamide,CPP,00080,Single,Gavage,6 hr,30,mg/kg,Low
3017429023,435,6,2,chlorpropamide,CPP,00080,Single,Gavage,6 hr,30,mg/kg,Low
3017429024,435,6,3,chlorpropamide,CPP,00080,Single,Gavage,6 hr,30,mg/kg,Low
3017432011,435,7,1,chlorpropamide,CPP,00080,Single,Gavage,9 hr,30,mg/kg,Low
3017432012,435,7,3,chlorpropamide,CPP,00080,Single,Gavage,9 hr,30,mg/kg,Low
3017432013,435,7,4,chlorpropamide,CPP,00080,Single,Gavage,9 hr,30,mg/kg,Low
3017432023,435,8,1,chlorpropamide,CPP,00080,Single,Gavage,24 hr,30,mg/kg,Low
3017432024,435,8,3,chlorpropamide,CPP,00080,Single,Gavage,24 hr,30,mg/kg,Low
3017432025,435,8,5,chlorpropamide,CPP,00080,Single,Gavage,24 hr,30,mg/kg,Low
3017429013,435,9,1,chlorpropamide,CPP,00080,Single,Gavage,3 hr,100,mg/kg,Middle
3017429014,435,9,2,chlorpropamide,CPP,00080,Single,Gavage,3 hr,100,mg/kg,Middle
3017429015,435,9,4,chlorpropamide,CPP,00080,Single,Gavage,3 hr,100,mg/kg,Middle
3017429025,435,10,1,chlorpropamide,CPP,00080,Single,Gavage,6 hr,100,mg/kg,Middle
3017429026,435,10,3,chlorpropamide,CPP,00080,Single,Gavage,6 hr,100,mg/kg,Middle
3017429027,435,10,4,chlorpropamide,CPP,00080,Single,Gavage,6 hr,100,mg/kg,Middle
3017432014,435,11,1,chlorpropamide,CPP,00080,Single,Gavage,9 hr,100,mg/kg,Middle
3017432015,435,11,2,chlorpropamide,CPP,00080,Single,Gavage,9 hr,100,mg/kg,Middle
3017432016,435,11,5,chlorpropamide,CPP,00080,Single,Gavage,9 hr,100,mg/kg,Middle
3017432026,435,12,1,chlorpropamide,CPP,00080,Single,Gavage,24 hr,100,mg/kg,Middle
3017432027,435,12,3,chlorpropamide,CPP,00080,Single,Gavage,24 hr,100,mg/kg,Middle
3017432028,435,12,5,chlorpropamide,CPP,00080,Single,Gavage,24 hr,100,mg/kg,Middle
3017429016,435,13,2,chlorpropamide,CPP,00080,Single,Gavage,3 hr,300,mg/kg,High
3017429017,435,13,3,chlorpropamide,CPP,00080,Single,Gavage,3 hr,300,mg/kg,High
3017429018,435,13,5,chlorpropamide,CPP,00080,Single,Gavage,3 hr,300,mg/kg,High
3017429028,435,14,1,chlorpropamide,CPP,00080,Single,Gavage,6 hr,300,mg/kg,High
3017429029,435,14,2,chlorpropamide,CPP,00080,Single,Gavage,6 hr,300,mg/kg,High
3017429030,435,14,3,chlorpropamide,CPP,00080,Single,Gavage,6 hr,300,mg/kg,High
3017432017,435,15,1,chlorpropamide,CPP,00080,Single,Gavage,9 hr,300,mg/kg,High
3017432018,435,15,4,chlorpropamide,CPP,00080,Single,Gavage,9 hr,300,mg/kg,High
3017432019,435,15,5,chlorpropamide,CPP,00080,Single,Gavage,9 hr,300,mg/kg,High
3017432029,435,16,2,chlorpropamide,CPP,00080,Single,Gavage,24 hr,300,mg/kg,High
3017432030,435,16,3,chlorpropamide,CPP,00080,Single,Gavage,24 hr,300,mg/kg,High
3017433006,435,16,4,chlorpropamide,CPP,00080,Single,Gavage,24 hr,300,mg/kg,High
3017418001,436,1,1,chlorpropamide,CPP,00080,Repeat,Gavage,4 day,0,mg/kg,Control
3017418002,436,1,3,chlorpropamide,CPP,00080,Repeat,Gavage,4 day,0,mg/kg,Control
3017418003,436,1,4,chlorpropamide,CPP,00080,Repeat,Gavage,4 day,0,mg/kg,Control
3017418013,436,2,1,chlorpropamide,CPP,00080,Repeat,Gavage,8 day,0,mg/kg,Control
3017418014,436,2,2,chlorpropamide,CPP,00080,Repeat,Gavage,8 day,0,mg/kg,Control
3017418015,436,2,3,chlorpropamide,CPP,00080,Repeat,Gavage,8 day,0,mg/kg,Control
3017418025,436,3,2,chlorpropamide,CPP,00080,Repeat,Gavage,15 day,0,mg/kg,Control
3017418026,436,3,3,chlorpropamide,CPP,00080,Repeat,Gavage,15 day,0,mg/kg,Control
3017418027,436,3,5,chlorpropamide,CPP,00080,Repeat,Gavage,15 day,0,mg/kg,Control
3017419007,436,4,2,chlorpropamide,CPP,00080,Repeat,Gavage,29 day,0,mg/kg,Control
3017419008,436,4,3,chlorpropamide,CPP,00080,Repeat,Gavage,29 day,0,mg/kg,Control
3017419009,436,4,5,chlorpropamide,CPP,00080,Repeat,Gavage,29 day,0,mg/kg,Control
3017418004,436,5,1,chlorpropamide,CPP,00080,Repeat,Gavage,4 day,30,mg/kg,Low
3017418005,436,5,4,chlorpropamide,CPP,00080,Repeat,Gavage,4 day,30,mg/kg,Low
3017418006,436,5,5,chlorpropamide,CPP,00080,Repeat,Gavage,4 day,30,mg/kg,Low
3017418016,436,6,1,chlorpropamide,CPP,00080,Repeat,Gavage,8 day,30,mg/kg,Low
3017418017,436,6,2,chlorpropamide,CPP,00080,Repeat,Gavage,8 day,30,mg/kg,Low
3017418018,436,6,4,chlorpropamide,CPP,00080,Repeat,Gavage,8 day,30,mg/kg,Low
3017418028,436,7,2,chlorpropamide,CPP,00080,Repeat,Gavage,15 day,30,mg/kg,Low
3017418029,436,7,3,chlorpropamide,CPP,00080,Repeat,Gavage,15 day,30,mg/kg,Low
3017418030,436,7,4,chlorpropamide,CPP,00080,Repeat,Gavage,15 day,30,mg/kg,Low
3017419010,436,8,2,chlorpropamide,CPP,00080,Repeat,Gavage,29 day,30,mg/kg,Low
3017419011,436,8,3,chlorpropamide,CPP,00080,Repeat,Gavage,29 day,30,mg/kg,Low
3017419012,436,8,4,chlorpropamide,CPP,00080,Repeat,Gavage,29 day,30,mg/kg,Low
3017418007,436,9,1,chlorpropamide,CPP,00080,Repeat,Gavage,4 day,100,mg/kg,Middle
3017418008,436,9,2,chlorpropamide,CPP,00080,Repeat,Gavage,4 day,100,mg/kg,Middle
3017418009,436,9,5,chlorpropamide,CPP,00080,Repeat,Gavage,4 day,100,mg/kg,Middle
3017418019,436,10,1,chlorpropamide,CPP,00080,Repeat,Gavage,8 day,100,mg/kg,Middle
3017418020,436,10,2,chlorpropamide,CPP,00080,Repeat,Gavage,8 day,100,mg/kg,Middle
3017418021,436,10,3,chlorpropamide,CPP,00080,Repeat,Gavage,8 day,100,mg/kg,Middle
3017419001,436,11,1,chlorpropamide,CPP,00080,Repeat,Gavage,15 day,100,mg/kg,Middle
3017419002,436,11,2,chlorpropamide,CPP,00080,Repeat,Gavage,15 day,100,mg/kg,Middle
3017419003,436,11,3,chlorpropamide,CPP,00080,Repeat,Gavage,15 day,100,mg/kg,Middle
3017419013,436,12,3,chlorpropamide,CPP,00080,Repeat,Gavage,29 day,100,mg/kg,Middle
3017419014,436,12,4,chlorpropamide,CPP,00080,Repeat,Gavage,29 day,100,mg/kg,Middle
3017419015,436,12,5,chlorpropamide,CPP,00080,Repeat,Gavage,29 day,100,mg/kg,Middle
